"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"2511";"Герасима Курина ул.";"Герасима Курина ул.";"ул. Герасима Курина";"Герасима Курина ул.";"улица Герасима Курина";"1";"1";"735";"";"3";"";"11.08.1962";"11.08.1962 00:00:00";"";"";"12740";"01.11.1980 00:00:00";"Герасима Курина";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2513";"Курская ул.";"Курская ул.";"Курская ул.";"Курская ул.";"Курская улица";"9";"0";"409";"";"3";"";"26.08.1960";"26.08.1960 00:00:00";"";"";"12760";"31.01.1995 00:00:00";"Курская";"1";"1";"0";"упраздненное на";"архивные данные";"ул.";"Запись не подписана";
"2514";"Курского Вокзала пл.";"Курского Вокзала пл.";"пл. Курского Вокзала";"Курского Вокзала пл.";"площадь Курского Вокзала";"1";"1";"101";"";"3";"";"1935 г.";"01.01.1935 00:00:00";"";"";"12790";"01.11.1980 00:00:00";"Курского Вокзала";"4";"1";"0";"действующее наи";"архивные данные";"пл.";"Запись не подписана";
"2517";"Курчатова Академика ул.";"Курчатова Академика ул.";"ул. Академика Курчатова";"Курчатова Академика ул.";"улица Академика Курчатова";"1";"1";"813";"";"3";"";"31.05.1960";"31.05.1960 00:00:00";"";"";"12820";"01.11.1980 00:00:00";"Академика Курчатова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2518";"Курьяновская 1-я ул.";"Курьяновская 1-я ул.";"1-я Курьяновская ул.";"Курьяновская 1-я ул.";"1-я Курьяновская улица";"1";"1";"417";"";"3";"";"13.12.1956";"13.12.1956 00:00:00";"";"";"12840";"06.08.1992 00:00:00";"1-я Курьяновская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2523";"Курьяновский 2-й пр.";"Курьяновский 2-й пр.";"2-й Курьяновский пр.";"Курьяновский 2-й пр.";"2-й Курьяновский проезд";"1";"1";"417";"";"3";"";"13.12.1956";"13.12.1956 00:00:00";"";"";"12861";"06.08.1992 00:00:00";"2-й Курьяновский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2541";"Кучин пер.";"Кучин пер.";"Кучин пер.";"Кучин пер.";"Кучин переулок";"1";"1";"201";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"13010";"01.11.1980 00:00:00";"Кучин";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"2555";"Колхозная М. пл.";"Колхозная М. пл.";"Малая Колхозная пл.";"Колхозная М. пл.";"Малая Колхозная площадь";"2";"0";"107";"";"3";"";"1939 г.";"01.01.1939 00:00:00";"";"6068";"10710";"28.03.1995 00:00:00";"Малая Колхозная";"4";"0";"0";"прежнее наимено";"архивные данные";"пл.";"Запись не подписана";
"2560";"Красикова ул.";"Красикова ул.";"ул. Красикова";"Красикова ул.";"улица Красикова";"4";"0";"605";"";"3";"";"27.07.1963";"27.07.1963 00:00:00";"";"3975";"17050";"28.03.1995 00:00:00";"Красикова";"1";"0";"0";"часть до объеди";"архивные данные";"ул.";"Запись не подписана";
"2573";"Крылатская 2-я ул.";"Крылатская 2-я ул.";"2-я Крылатская ул.";"Крылатская 2-я ул.";"2-я Крылатская улица";"1";"1";"705";"";"3";"";"02.08.1966";"02.08.1966 00:00:00";"";"";"12451";"01.04.1996 00:00:00";"2-я Крылатская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2610";"Красная Сосна 12-я ул.";"Красная Сосна 12-я ул.";"12-я ул. Красной Сосны";"Красная Сосна 12-я ул.";"12-я улица Красной Сосны";"5";"1";"235";"";"9";"";"";"";"";"";"62610";"";"12-я Красной Сосны";"1";"0";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"2615";"Красногвардейский 3-й пр.";"Красногвардейский 3-й пр.";"3-й Красногвардейский пр.";"Красногвардейский 3-й пр.";"3-й Красногвардейский проезд";"1";"1";"109";"";"9";"";"";"";"";"";"62615";"";"3-й Красногвардейский";"3";"0";"0";"действующее наи";"нет данных";"пр.";"Запись не подписана";
"2624";"Крылатская 5-я ул.";"Крылатская 5-я ул.";"5-я Крылатская ул.";"Крылатская 5-я ул.";"5-я Крылатская улица";"5";"1";"";"";"9";"";"";"";"";"";"62624";"";"5-я Крылатская";"1";"0";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"2630";"Кузьминки Старые ул.";"Кузьминки Старые ул.";"ул. Старые Кузьминки";"Кузьминки Старые ул.";"улица Старые Кузьминки";"5";"1";"401,405";"";"9";"";"";"";"";"";"62630";"";"Старые Кузьминки";"1";"0";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"4123";"Новоселки 2-я ул.";"Новоселки 2-я ул.";"2-я ул. Новосёлки";"Новоселки 2-я ул.";"2-я улица Новосёлки";"1";"1";"922";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"18382";"11.03.1986 00:00:00";"2-я Новосёлки";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"4148";"Новоясеневский просп.";"Новоясеневский просп.";"Новоясеневский просп.";"Новоясеневский просп.";"Новоясеневский проспект";"1";"1";"623";"";"3";"";"11.10.1978";"11.10.1978 00:00:00";"";"";"18605";"06.08.1992 00:00:00";"Новоясеневский";"10";"1";"0";"действующее наи";"архивные данные";"просп.";"Запись не подписана";
"4157";"Новые Сады 8-я ул.";"Новые Сады 8-я ул.";"8-я ул. Новые Сады";"Новые Сады 8-я ул.";"8-я улица Новые Сады";"1";"1";"719";"";"2";"№ 2529";"10.09.1984";"10.09.1984 00:00:00";"";"";"24278";"31.01.1995 00:00:00";"8-я Новые Сады";"1";"1";"0";"действующее наи";"Постановление М";"ул.";"Запись не подписана";
"4169";"Неглинный 1-й пер.";"Неглинный 1-й пер.";"1-й Неглинный пер.";"Неглинный 1-й пер.";"1-й Неглинный переулок";"2";"0";"107";"";"3";"";"19.06.1941";"19.06.1941 00:00:00";"";"5744";"17110";"28.03.1995 00:00:00";"1-й Неглинный";"2";"0";"0";"прежнее наимено";"архивные данные";"пер.";"Запись не подписана";
"4173";"Немировича-Данченко ул.";"Немировича-Данченко ул.";"ул. Немировича-Данченко";"Немировича-Данченко ул.";"улица Немировича-Данченко";"2";"0";"113";"";"3";"";"1938 г.";"01.01.1938 00:00:00";"";"1104";"17200";"28.03.1995 00:00:00";"Немировича-Данченко";"1";"0";"0";"прежнее наимено";"архивные данные";"ул.";"Запись не подписана";
